Full context	Stimulus_animacy	Construction_type	Verb	Stimulus_encoding	Participle_case
 Якобы он обеспокоен тем, что атака на олигархов может затронуть интересы «семьи».  [Вячеслав Костиков. Головокружение от успехов // «Аргументы и факты», 2003] [омонимия не снята]	inan	short	obespokoit	instrumental	
 Он пожал мне руку, сказал, что знает о моих тревогах, сам обеспокоен положением еврейских детей: «Дело это очень важное».  [Любовь Кузнецова. «...Собираю разрозненные брёвнышки народа своего...» (2003) // «Вестник США», 2003.09.03] [омонимия не снята]	inan	short	obespokoit	instrumental	
 Рост популярности исламского движения способствовал как радикализации позиций политиков из других арабских партий, обеспокоенных возможной утратой голосов, так и появлению на общеизраильской политической арене арабских общественных деятелей, фактически не признающих права государства Израиль на существование.  [Григорий Меламедов, Алек Эпштейн. Двунациональное еврейское государство. Отчет Комиссии Т. Ора и проблемы арабского сектора в Израиле (2003) // «Вестник США», 2003.10.01] [омонимия не снята]	inan	long	obespokoit	instrumental	
 Зная, что милицейская аудитория обеспокоена перспективами реформы МВД, Владимир Путин успокоил: «Никаких революций здесь не будет».  [Наталья Меликова. Милиция огорчила президента цифрами (2003) // «Независимая газета», 2003.06.24] [омонимия не снята]	inan	short	obespokoit	instrumental	
  Царизм, обеспокоенный ростом революционных настроений в еврейском обществе, прибег к испытанному методу ― организации антисемитских выступлений.  [Давид Мельцер. У истоков еврейского сопротивления (2003) // «Вестник США», 2003.09.17] [омонимия не снята]	inan	long	obespokoit	instrumental	
 Более того, призываю не просто к одним словесным обсуждениям, но к выработке решений и началу каких-то шагов в направлении объединения людей в мире, кто чувствует себя обеспокоенным этим, и кто имеет соответствующее мировоззрение, волю, умения в решении этих непростых и важных для нашей цивилизации проблем.  [Андрей Микитенко. Горе от ума (2003) // Интернет-альманах «Лебедь», 2003.12.07] [омонимия не снята]	inan	long	obespokoit	instrumental	
  Однако, как сообщает Би-Би-Си, Халед аль-Маина, главный редактор издающейся в саудовском городе Джидде газеты «Араб ньюс», считает, что проведенный в понедельник рейд не был ответной реакцией на опубликованный в США доклад: «Правительство больше обеспокоено тем, как обеспечить безопасность и стабильность в стране», ― заявил он.  [Элиа Мирзоев. Иран: давление усиливается (2003) // «Вестник США», 2003.08.20] [омонимия не снята]	inan	short	obespokoit	instrumental	
 Многие из них обеспокоены возможностью национальных преследований.  [Елена Налимова. Международную дружину возглавит Шинчук (2003) // «Богатей» (Саратов), 2003.07.10] [омонимия не снята]	inan	short	obespokoit	instrumental	
  Многие национальные лидеры, обеспокоенные темпами распространяющегося терроризма, настаивали на необходимости направления в адрес президента России требования «о более действенном использовании арсенала власти в отношении террористов».  [Елена Налимова. Международную дружину возглавит Шинчук (2003) // «Богатей» (Саратов), 2003.07.10] [омонимия не снята]	inan	long	obespokoit	instrumental	
 Как следует из сказанного, государство не на шутку обеспокоено тем, какой среднеарифметический минимум должен получать человек, проработавший всю жизнь.  [Елена Налимова. Пенсионерам предложат выбор (2003) // «Богатей» (Саратов), 2003.07.31] [омонимия не снята]	inan	short	obespokoit	instrumental	
 Официальные круги Токио обеспокоены тем, что при самой высокой в мире средней продолжительности жизни Страна восходящего солнца имеет один из самых низких показателей рождаемости.  [В. В. Овчинников. Калейдоскоп жизни (2003)] [омонимия не снята]	inan	short	obespokoit	instrumental	
  Михаил Зурабов, кстати, весьма обеспокоен большой вероятностью того, что управляющие компании (УК) и негосударственные пенсионные фонды (НПФ), которые получат в свое распоряжение средства пенсионеров, также будут вкладывать эти деньги в государственные ценные бумаги.  [Петр Орехин. Пенсионер заплатит за все (2003) // «Независимая газета», 2003.05.14] [омонимия не снята]	inan	short	obespokoit	instrumental	
 Все страшно торопились, так как поступила информация, что противник несколько обеспокоен пропажей и выслал группу на прочёску местности.  [Андрей Попов. Тумбочка, Чудиков и изделие «Омут» (2003) // «Спецназ России», 2003.06.15] [омонимия не снята]	inan	short	obespokoit	instrumental	
  Здесь возникает вопрос, который не на шутку тревожит журналистов, обеспокоенных ужесточившимся выборным законодательством.  [Эрих Пырх. Избиратель ― главный судья // «Красноярский рабочий», 2003] [омонимия не снята]	inan	long	obespokoit	instrumental	
  «ДЕВЯТЬ ВОПРОСОВ» ДЛЯ ПРЕЗИДЕНТА   Правозащитники обеспокоены ситуацией в Чечне   Уже стартовавшая избирательная кампания в Чечне проходит в чрезвычайно сложной как военной, так и общественно-политической обстановке.  [Андрей Рискин. Девять вопросов для президента (2003) // «Независимая газета», 2003.06.24] [омонимия не снята]	inan	short	obespokoit	instrumental	
 Демократ-шестидесятник обеспокоен судьбой демократической революции, завоевания которой могут быть сметены социальным недовольством масс и опирающейся на него номенклатурной контрреволюцией.  [Кирилл Рогов. Между демократией и свободой. Идейные парадоксы русской демократической революции (2003) // «Неприкосновенный запас», 2003.09.12] [омонимия не снята]	inan	short	obespokoit	instrumental	
 Но мы обеспокоены тем, какой вред черный пиар может нанести обществу», ― уверял журналистов депутат Митрохин.  [Ольга Тропкина и др. Клоны, брошюры и новые лозунги (2003) // «Независимая газета», 2003.03.31] [омонимия не снята]	inan	short	obespokoit	instrumental	
 Как заявил вчера первый заместитель Явлинского Сергей Иваненко, целью правых настоящее объединение никогда и не было, просто они, обеспокоенные резким падением своих рейтингов фактически до нулевого уровня, планировали добавить себе популярности у демократического электората.  [Иван Родин, Ольга Тропкина. СПС и «Яблоко» попрощались друг с другом (2003) // «Независимая газета», 2003.06.24] [омонимия не снята]	inan	long	obespokoit	instrumental	
  В адвокатском сообществе весьма обеспокоены инициативой центристов.  [Иван Родин. Центристы ужесточают режим ЧП (2003) // «Независимая газета», 2003.06.24] [омонимия не снята]	inan	short	obespokoit	instrumental	
 Появившиеся в СМИ комментарии представителей районных администраций свидетельствуют о том, что они очень обеспокоены такой перспективой.  [Наталья Серова. Бомба для президента (2003) // «ПОЛИТКОМ. РУ», 2003.05.13] [омонимия не снята]	inan	short	obespokoit	instrumental	
  На этой встрече присутствовал и президент Российского союза промышленников и предпринимателей (РСПП) Аркадий Вольский, который передал Путину письмо олигархов, обеспокоенных ситуацией вокруг ЮКОСа.  [Наталья Серова. Президент и рента (2003) // «ПОЛИТКОМ. РУ», 2003.07.14] [омонимия не снята]	inan	long	obespokoit	instrumental	
 Люди из моей службы безопасности всегда больше обеспокоены моим присутствием на официальных церемониях, о которых объявляется за несколько месяцев, нежели охраной нас с королевой, когда мы, случается, сбегаем в какой-нибудь ресторанчик, где нас никто не ждет.  [Галина Сидорова, Владимир Чеботарев. Корона в воздухе (2003) // «Совершенно секретно», 2003.04.08] [омонимия не снята]	inan	short	obespokoit	instrumental	
  Несмотря на то что, по экспертным оценкам, негосударственные пенсионные фонды на первом этапе получат лишь десятую часть всех пенсионных накоплений граждан, участники экспертного совета были крайне обеспокоены возможным недостатком объектов инвестирования.  [Анна Скорнякова. Минтруда хочет вкладывать деньги будущих пенсионеров в векселя и недвижимость (2003) // «Независимая газета», 2003.04.09] [омонимия не снята]	inan	short	obespokoit	instrumental	
  Американская традиция признания пользователей сформулирована А.Ч. Литтлтоном: «…у бухгалтера три группы пользователей: 1) администрация, которую интересует, прежде всего, расширение хозяйственных оборотов, экономическая мощь организации; 2) кредиторы, обеспокоенные только ее платежеспособностью; 3) собственники, как правило, вкладчики и акционеры, которых волнует, главным образом, прибыль» (Соколов Я.В., Терентьева Т.О. Профессиональное суждение бухгалтера: итоги минувшего века//Бухгалтерский учет.  [Л. С. Сосненко, И. В. Хлопотова. Финансовая отчетность: доступность и качество (2003) // «Финансы и кредит», 2003.02.03] [омонимия не снята]	inan	long	obespokoit	instrumental	
 На сегодня получается так, что правительство области гораздо больше обеспокоено началом отопительного сезона и горячим водоснабжением, чем администрация Саратова.  [Маргарита Спиричева. Кто кого разводит на горячую воду? (2003) // «Богатей» (Саратов), 2003.10.02] [омонимия не снята]	inan	short	obespokoit	instrumental	
 Тогда МВД столкнулось с сопротивлением Минюста РФ, обеспокоенного проблемой перенаселенности тюрем, находящихся в его ведении.  [Татьяна Становая. Президентская воля (2003) // «ПОЛИТКОМ. РУ», 2003.03.17] [омонимия не снята]	inan	long	obespokoit	instrumental	
 Интеллигенция в Соединенных Штатах (в особенности) и в Англии явно обеспокоена ура-патриотическим угаром, охватившим их страны после теракта 11 сентября и в ожидании грядущего вторжения в Ирак.  [Мэлор Стуруа. Осуждение Джона Мильтона. Классика обвинили в пропаганде терроризма (2003) // «Известия», 2003.02.12] [омонимия не снята]	inan	short	obespokoit	instrumental	
 В руководстве Минобороны все-таки были обеспокоены этим обстоятельством и на каком-то этапе назначили к нему политработником генерала, который был известен как трезвенник.  [Борис Тарасов. Не пора ли нам опомниться? (2003) // «Наш современник», 2003.08.15] [омонимия не снята]	inan	short	obespokoit	instrumental	
  ― Живой, ― ответил я, пытаясь сообразить, что это за Люся обеспокоена моим существованием.  [Надежда Трофимова. Третье желание // «Звезда», 2003] [омонимия не снята]	inan	short	obespokoit	instrumental	
 Сначала я, обеспокоенная за своего шефа, приду поговорить с Кисловским.  [Надежда Трофимова. Третье желание // «Звезда», 2003] [омонимия не снята]	anim	long	obespokoit	lexical	
 Варваре показалось, что она чем-то слегка обеспокоена.  [Татьяна Устинова. Подруга особого назначения (2003)] [омонимия не снята]	inan	short	obespokoit	instrumental	
 То услышишь про подростков-сатанистов, зарезавших приятеля.   Распространением новых религиозных движений обеспокоены многие.  В телевизоре периодически появляются профессиональные борцы с «сектами» и рассказывают, что в стране катастрофически растет число ритуальных убийств, совершенных сатанистами, а сектанты заполонили страну и проникли во власть, и все это результат всемирного оккультного заговора.  [Борис Фаликов. Будда на Кавказе и «Христос» в Сибири (2003) // «Еженедельный журнал», 2003.07.14] [омонимия не снята]	inan	short	obespokoit	instrumental	
 Матушкины домашние туфли по десять раз на день останавливались у книжных стопок рядом с моей подушкой, и матушка, обеспокоенная моим увлечением, опасным для здоровья и вообще, упрашивала меня пойти покупаться или просто погулять.  [Михаил Шишкин. Всех ожидает одна ночь (1993-2003)] [омонимия не снята]	inan	long	obespokoit	instrumental	
  Верстовые столбы, которых я насмотрелся от Симбирска до Петербурга не одну тысячу, отхватили у меня кусок жизни величиной с беззаботное отрочество, и на столичную заставу я въехал юношей, обеспокоенным своей будущностью.  [Михаил Шишкин. Всех ожидает одна ночь (1993-2003)] [омонимия не снята]	inan	long	obespokoit	instrumental	
  Сегодня в России нет строительной организации, которая не была бы обеспокоена своими перспективами, не строила бы предположений об отвечающей платежеспособному спросу номенклатуре объектов, их архитектурно-строительных характеристиках и соответственно о необходимых технологиях и материалах.  [Александр Кривов: Стратегия развития стройкомплекса в России (2003) // «Строительство», 2003.09.29] [омонимия не снята]	inan	short	obespokoit	instrumental	
 Они были обеспокоены тем, что судно продается другому владельцу, и зарплату за рейс они могут не получить.  [Бастовали в Бразилии (2003) // «Рыбак Приморья», 2003.01.23] [омонимия не снята]	inan	short	obespokoit	instrumental	
  Депутаты Государственной думы обеспокоены шагами, предпринимаемыми исполнительной властью в направлении ограничения деятельности независимых СМИ.  [Без права голоса. Президенту Российской Федерации (2003) // «Завтра», 2003.05.27] [омонимия не снята]	inan	short	obespokoit	instrumental	
  «Кремль очень обеспокоен ситуацией в «Единой России», ― отметил ГАЗЕТЕ член научного совета Фонда Карнеги Андрей Рябов.  [Беспартийная система // «Газета», 2003] [омонимия не снята]	inan	short	obespokoit	instrumental	
  Потребители в других странах сильнее реагируют на возможность развязывания войны, так как они в целом более обеспокоены состоянием мировой экономики, считает Келлер.  [Война ― потрясение для компаний (2003) // «Рекламный мир», 2003.03.31] [омонимия не снята]	inan	short	obespokoit	instrumental	
 Алан Картер, президент Doner, говорит, что компании-производители обеспокоены тем, что страховка, покрывающая потерю времени и денег, не сможет покрыть последствия войны.  [Война ― потрясение для компаний (2003) // «Рекламный мир», 2003.03.31] [омонимия не снята]	inan	short	obespokoit	instrumental	
 В России в 2002 году ввод новых генерирующих мощностей не составит даже тысячи МВт, Российское правительство сегодня серьезно обеспокоено сложившейся в энергетике ситуацией: эта отрасль может стать реальным тормозом растущей экономики России.  [Вячеслав Синюгин: «Реформирование ― только для привлечения инвестиций. И никаких политических интриг» (2003) // «Строительство», 2003.01.27] [омонимия не снята]	inan	short	obespokoit	instrumental	
 Жилищно-коммунальной реформой и особенно пенсионной реформой больше обеспокоены представители старшего поколения, а ситуацией в Чечне и реформированием российской армии ― молодежь.  [Говорит и показывает народ (2003) // «Известия», 2003.07.24] [омонимия не снята]	inan	short	obespokoit	instrumental	
  • Принять как данность и учесть в политике тот факт, что в отличие от России, США и того же Израиля, страны Европы меньше обеспокоены вопросами борьбы с международным терроризмом, но больше-гуманитарными и правовыми проблемами, возникающими в процессе этой борьбы.  [Дипломатия без галстука. Достижения внешней политики России можно сделать необратимыми (2003) // «Известия», 2003.01.12] [омонимия не снята]	inan	short	obespokoit	instrumental	
 В нее вошли те, кто обеспокоен положением в сфере интересов развития автомобильного транспорта.  [Дороги жизни нашей (2003) // «Строительство», 2003.05.26] [омонимия не снята]	inan	short	obespokoit	instrumental	
  Мы уверены, что власть обеспокоена сложившейся ситуацией и примет все необходимые меры, гарантирующие нормальную жизнь приморцам.  [Заявление (2003) // «Рыбак Приморья», 2003.01.09] [омонимия не снята]	inan	short	obespokoit	instrumental	
  Между тем соседка убитой, обеспокоенная ночным происшествием, не утерпела и чуть свет позвонила в дверь старушки.  [Как внучка бабушку заказала (2003) // «Сельская новь», 2003.12.16] [омонимия не снята]	inan	long	obespokoit	instrumental	
  Она не отвечает, но, судя по лицу, совершенно этим не обеспокоена, да и не должна, возможно, беспокоиться, не доросла еще ни умом, ни сердцем.  [Может, рассосется? (2003) // «Марийская правда» (Йошкар-Ола), 2003.01.14] [омонимия не снята]	inan	short	obespokoit	instrumental	
  Выходит, дело не в том, что государство искренне обеспокоено нашим здоровьем и нашим образованием: это нужно ему для своего собственного выживания.  [На пороге нового мира // «Знание ― сила», 2003] [омонимия не снята]	inan	short	obespokoit	instrumental	
  Арендаторы магазина «ЧУМ» обеспокоены тем, что срок аренды заканчивается 1 июля сего года и дальнейшая перспектива использования торговых площадей «ЧУМа» неизвестна.  [Открытое письмо (2003) // «Встреча» (Дубна), 2003.06.25] [омонимия не снята]	inan	short	obespokoit	instrumental	
  Мы, жители домов по улице Ленинградской, очень обеспокоены сложившейся ситуацией.  [Открытое письмо (2003) // «Встреча» (Дубна), 2003.06.18] [омонимия не снята]	inan	short	obespokoit	instrumental	
 Существенные отличия связаны с беспокойством родителей: в то время, как в других странах родители больше всего боятся болезней и несчастных случаев, российские папы и мамы гораздо сильнее обеспокоены тем, что их дети останутся в одиночестве и не смогут найти друзей.  [Презентация по-европейски: меньше пафоса, больше искренности (2003) // «Мебельный бизнес», 2003.06.15] [омонимия не снята]	inan	short	obespokoit	instrumental	
  Люди, покупающие бензопилу, часто обеспокоены вибрацией, которая обычно возникает при работе с подобным инструментом.  [Про пилу (2003) // «Сад своими руками», 2003.09.15] [омонимия не снята]	inan	short	obespokoit	instrumental	
 Как сообщают местные средства массовой информации, Кремль очень обеспокоен тем фактом, что выборы должны состояться 14 декабря, в День российской конституции, отмечая который россияне могут забыть о том, что их ждут на избирательных участках.  [Российский парламент боится похмелья (2003) // «Вестник США», 2003.11.12] [омонимия не снята]	inan	short	obespokoit	instrumental	
  Сегодня мир крайне обеспокоен возникновением новых, смертельно опасных вирусов, увеличением масштабов эпидемии СПИДа, туберкулеза, вирусных гепатитов.  [Сергей миронов: «Российская партия жизни ― это росток, который взломает асфальт» (2003) // «Известия», 2003.06.24] [омонимия не снята]	inan	short	obespokoit	instrumental	
 Итоги исследования будут представлены в Европейскую комиссию, но уже сейчас UEA обеспокоена результатами тестирования.  [Совет директоров Европейской федерации мебельщиков объявляет экологическую безопасность продукции и производства заботой номер один (2003) // «Мебельный бизнес», 2003.10.15] [омонимия не снята]	inan	short	obespokoit	instrumental	
  В. Ефимов отметил, что объем поставок золота на внутренний рынок планируется в объеме 5 тонн, несмотря на то что основные клиенты банка на российском рынке ― ювелиры ― обеспокоены продолжающимся повышением цен на золото.  [новости (2003) // «Финансы и кредит», 2003.01.20] [омонимия не снята]	inan	short	obespokoit	instrumental	
  РОССИЙСКИЕ БАНКИРЫ ОБЕСПОКОЕНЫ ЧРЕЗМЕРНОЙ ЛИБЕРАЛИЗАЦИЕЙ ВАЛЮТНОГО РЕГУЛИРОВАНИЯ.  [новости (2003) // «Финансы и кредит», 2003.01.20] [омонимия не снята]	inan	short	obespokoit	instrumental	
 Российские банкиры обеспокоены чрезмерной либерализацией валютного регулирования, которая может произойти в случае принятия закона о валютном регулировании и валютном контроле в его нынешнем варианте.  [новости (2003) // «Финансы и кредит», 2003.01.20] [омонимия не снята]	inan	short	obespokoit	instrumental	
 Возможно, генералы командовали армиями и обеспокоены были стыками.  [Анатолий Азольский. Диверсант // «Новый Мир», 2002] [омонимия не снята]	inan	short	obespokoit	instrumental	
 На совещании в МГК КПСС, всерьез обеспокоенном судьбой «народной команды», слово взял Андрей Старостин:  [Дмитрий Анохин. Восстание (2002) // «Вечерняя Москва», 2002.05.16] [омонимия не снята]	inan	long	obespokoit	instrumental	
 Ибо он, вполне возможно, уже был сам обеспокоен тем, что после XXII съезда слишком «забрал влево», и искал повода, чтобы круто повернуть вправо, ― это вообще было, по-моему, его излюбленной манерой: вести политику, как парусник против ветра, круто меняя галс то влево, то вправо.  [Георгий Арбатов. Человек Системы (2002)] [омонимия не снята]	inan	short	obespokoit	instrumental	
 Мы, в свою очередь, воспринимали это как подготовку к войне и были всерьез обеспокоены возможностью ее возникновения.  [Георгий Арбатов. Человек Системы (2002)] [омонимия не снята]	inan	short	obespokoit	instrumental	
 23 января делегация из семи африканских послов, обеспокоенных бездействием милиции и медлительностью судебных органов, во главе с дуайеном африканского дипкорпуса в Москве ― послом Мали А.Ш. Даниоко ― добивалась приема у министра иностранных дел Игоря Иванова.  [Геннадий Чародеев, Сергей Базавлук. Белый террор. В России избивают африканских дипломатов. Власть бездействует (2002) // «Известия», 2002.02.07] [омонимия не снята]	inan	long	obespokoit	instrumental	
 Но она слегка обеспокоена некоторым охлаждением в отношениях с Москвой, происшедшим после того, как американские военные добились быстрой победы в Афганистане.  [Евгений Бай. Буш лично утешит Касьянова (2002) // «Известия», 2002.01.30] [омонимия не снята]	inan	short	obespokoit	instrumental	
 Обеспокоенные просочившейся в прессу информацией продюсеры мюзикла решили собраться на экстренное совещание, чтобы решить, быть ли Каменскому Квазимодой.  [Александр Богомолов, Роман Кириллов. Советник Селезнева хочет стать Квазимодо (2002) // «Известия», 2002.09.15] [омонимия не снята]	inan	long	obespokoit	instrumental	
 Конкуренты зашевелились, компаньоны, обеспокоенные сохранностью вложенных в предприятия Смирницкого денег, занервничали.  [Влада Валеева. Скорая помощь (2002)] [омонимия не снята]	inan	long	obespokoit	instrumental	
 Славянские вожди очень обеспокоены твоим решением, вече шумят…  [Борис Васильев. Ольга, королева русов (2002)] [омонимия не снята]	inan	short	obespokoit	instrumental	
 Это было куда опаснее гибели несчастного юноши, и Сигурд решил во что бы то ни стало переговорить с князем в более миролюбивом тоне.   ― Ты чем-то обеспокоен, муж мой?  ― ласково спросила Неждана.  [Борис Васильев. Ольга, королева русов (2002)] [омонимия не снята]	inan	short	obespokoit	instrumental	
 Зарубежные обозреватели, которые освещали выборы на острове, лишь вскользь упомянули о том, что в Пекине «обеспокоены» усилением позиций Чэнь Шуйбяня и не скрывают «озабоченности» в связи с его дальнейшими шагами.  [Л. М. Гудошников, В. Г. Ганшин. Выборы 2001-2002 гг. на Тайване (2002) // «Проблемы Дальнего Востока», 2002.04.29] [омонимия не снята]	inan	short	obespokoit	instrumental	
  * Обеспокоенная длительным молчанием я послала ему телеграмму до получения двух последних писем.  [Эмма Герштейн. Анна Ахматова и Лев Гумилев (1994-2002)] [омонимия не снята]	inan	long	obespokoit	instrumental	
 Можно было даже подумать, что борзая чем-то обеспокоена и что-то пытается сообщить ей.  [Дмитрий Емец. Таня Гроттер и магический контрабас (2002)] [омонимия не снята]	inan	short	obespokoit	instrumental	
 Но почему ты, дьявол, так обеспокоен этим?  [Фазиль Искандер. Сон о Боге и дьяволе // «Знамя», 2002] [омонимия не снята]	inan	short	obespokoit	instrumental	
  То был взгляд со стороны абсолютно трезвого человека, обеспокоенного, видимо, «имиджем» Володи, и пренебречь им было нельзя.  [Давид Карапетян. Владимир Высоцкий. Воспоминания (2000-2002)] [омонимия не снята]	inan	long	obespokoit	instrumental	
 ― Но мы обеспокоены тем, что торговля скоропортящимися продуктами на уличных мини-рынках, не оборудованных холодильными камерами, продолжается, несмотря на запрет, ― говорит Наталья Жукова, заведующая отделом гигиены Калужского центра госсанэпиднадзора.  [Капитолина Коробова. Не гонитесь вы за дешевизной (2002) // «Весть» (Калуга), 2002.05.23] [омонимия не снята]	inan	short	obespokoit	instrumental	
  Минфин обеспокоен состоянием остатков средств на счетах бюджетополучателей в федеральном казначействе.  [Елена Короп. Синдром Плюшкина. Бюджетополучатели так и не научились тратить деньги с умом (2002) // «Известия», 2002.10.07] [омонимия не снята]	inan	short	obespokoit	instrumental	
  Как нам удалось выяснить у представителей ASPO, европейские потребители весьма обеспокоены нефтяными перспективами.  [Екатерина Кравченко, Алексей Тихонов. Нефть кончится через 10 лет. Это на руку нефтяникам и «Газпрому» (2002) // «Известия», 2002.08.15] [омонимия не снята]	inan	short	obespokoit	instrumental	
 Ferrari, не Ferrari, но, по слухам, Toyota уже зарезервировала для своих гостей на дни ГП Австралии лучшие номера в близлежащих к Альберт-парку отелях, и остальные команды Ф-1 теперь не на шутку обеспокоены проблемой с расселением своего персонала.  [Владимир Маккавеев. Рождественская сказка (2002) // «Формула», 2002.02.15] [омонимия не снята]	inan	short	obespokoit	instrumental	
  Нельзя сказать, что процесс объединения двух крупнейших компаний прошел незаметно для рынка в целом.  Конкуренты всерьез обеспокоены случившимся.  В первую очередь их беспокойство связано с масштабностью заявлений руководства объединенной компании и его молчанием по поводу маркетинговой и ценовой политики укрупненного оператора.  [Юрий Мамаев. Пейджинговый рынок Самары могут обрушить панические настроения (2002) // «Дело» (Самара), 2002.03.27] [омонимия не снята]	inan	short	obespokoit	instrumental	
  Солженицын был воодушевлен, но также крайне обеспокоен масштабами поднятой против него газетной и политической кампании, крайне осложнявшей его жизнь и повседневные контакты.  [Рой Медведев. Андрей Сахаров и Александр Солженицын (2002)] [омонимия не снята]	inan	short	obespokoit	instrumental	
 Обеспокоенные сохранением удобных кресел, руководители, в первую очередь ОКР, мнения журналистов явно игнорировали и в оценках итогов Игр допускали порой откровенную ложь.  [Андрей Митьков. Забыть все. Гражданский судья постановил: никаких скандалов на Олимпиаде в Солт-Лейк-Сити не было (2002) // «Известия», 2002.08.18] [омонимия не снята]	inan	long	obespokoit	instrumental	
 «Известия» обнаружили случай, когда в книгоиздание вкладываются успешные предприниматели, чтобы «диверсифицировать бизнес».  Исконные издатели этим случаем слегка обеспокоены.   Возмутителями спокойствия стали владельцы розничной обувной сети «Пальмира», торгующей обувью «Монарх».  [Наталия Орлова. Книги с гуталином. В издательский бизнес пришли обувщики (2002) // «Известия», 2002.09.04] [омонимия не снята]	inan	short	obespokoit	instrumental	
  Ирина, мало обеспокоенная точностью деталей и нацеленная на результат, продолжала нести ахинею:  [Екатерина Романова, Николай Романов. Дамы-козыри (2002)] [омонимия не снята]	inan	long	obespokoit	instrumental	
 Поэтому сегодня президент и правительство обеспокоены прежде всего тем, чтобы персоны VIP были обеспечены должным вниманием и «местом для размещения».  [Елена Роткевич. Танцевальный марафон. Кто, где и когда будет гулять на юбилее города (2002) // «Известия», 2002.11.04] [омонимия не снята]	inan	short	obespokoit	instrumental	
  Госдеятели обеспокоены большим урожаем, низкими внутренними ценами, трудностями с экспортом зерна.  [Марина Смовж. Правительство разберется с хлебом «Механически» (2002) // «Известия», 2002.08.29] [омонимия не снята]	inan	short	obespokoit	instrumental	
 Вы, как директор, обеспокоены арестом вашего сотрудника.  [Роман Солнцев. Полураспад. Из жизни А. А. Левушкина-Александрова, а также анекдоты о нем (2000-2002) // «Октябрь», 2002] [омонимия не снята]	inan	short	obespokoit	instrumental	
